	Row.names	p	siggenesGO	allgenesGO	allgenes-allgenesGO	siggenes	Ontology	Term
79	GO:0032266	0.000119667914804068	6	26	65512	2034	MF	phosphatidylinositol-3-phosphate binding
80	GO:0033897	0.000962739045702904	2	2	65536	2034	MF	ribonuclease T2 activity
81	GO:0035529	0.00282851603417694	2	3	65535	2034	MF	NADH pyrophosphatase activity
82	GO:0042296	0.0310354298269707	1	1	65537	2034	MF	ISG15 transferase activity
83	GO:0045735	2.36554195822222e-18	13	15	65523	2034	MF	nutrient reservoir activity
84	GO:0047150	9.35685291531394e-10	7	9	65529	2034	MF	betaine-homocysteine S-methyltransferase activity
85	GO:0047263	0.0310354298269707	1	1	65537	2034	MF	N-acylsphingosine galactosyltransferase activity
86	GO:0047390	0.000962739045702904	2	2	65536	2034	MF	glycerophosphocholine cholinephosphodiesterase activity
87	GO:0047801	0.0310354298269707	1	1	65537	2034	MF	L-cysteine:2-oxoglutarate aminotransferase activity
88	GO:0048037	1.13207437023061e-05	5	11	65527	2034	MF	cofactor binding
89	GO:0048406	0.00304076635202053	3	10	65528	2034	MF	nerve growth factor binding
90	GO:0050023	0.000962739045702904	2	2	65536	2034	MF	L-fuconate dehydratase activity
91	GO:0050265	0.0182227406929269	2	7	65531	2034	MF	RNA uridylyltransferase activity
92	GO:0050681	0.0321513516185295	4	39	65499	2034	MF	androgen receptor binding
93	GO:0051536	0.00300980449153634	4	20	65518	2034	MF	iron-sulfur cluster binding
94	GO:0052597	0.000962739045702904	2	2	65536	2034	MF	diamine oxidase activity
95	GO:0052598	0.000962739045702904	2	2	65536	2034	MF	histamine oxidase activity
96	GO:0052599	0.000962739045702904	2	2	65536	2034	MF	methylputrescine oxidase activity
97	GO:0052600	0.000962739045702904	2	2	65536	2034	MF	propane-1,3-diamine oxidase activity
98	GO:0080025	0.00362746508614474	4	21	65517	2034	MF	phosphatidylinositol-3,5-bisphosphate binding
