Row.names	p	siggenesGO	allgenesGO	allgenes-allgenesGO	siggenes	Ontology	Term
GO:0042346	0.0157075135302238	1	4	100245	396	BP	positive regulation of NF-kappaB import into nucleus
GO:0042384	0.0383842579549082	2	78	100171	396	BP	cilium assembly
GO:0042446	9.28986221807396e-05	2	4	100245	396	BP	hormone biosynthetic process
GO:0042496	0.0118038598032129	1	3	100246	396	BP	detection of diacyl bacterial lipopeptide
GO:0042633	0.00395016409141224	1	1	100248	396	BP	hair cycle
GO:0043123	0.0429445917161115	2	83	100166	396	BP	positive regulation of I-kappaB kinase/NF-kappaB signaling
GO:0045165	0.0463880490603681	1	12	100237	396	BP	cell fate commitment
GO:0045410	0.0118038598032129	1	3	100246	396	BP	positive regulation of interleukin-6 biosynthetic process
GO:0045686	0.00395016409141224	1	1	100248	396	BP	negative regulation of glial cell differentiation
GO:0045743	0.0234687361999895	1	6	100243	396	BP	positive regulation of fibroblast growth factor receptor signaling pathway
GO:0045907	0.0234687361999895	1	6	100243	396	BP	positive regulation of vasoconstriction
GO:0045986	0.00395016409141224	1	1	100248	396	BP	negative regulation of smooth muscle contraction
GO:0045987	0.00788476363474278	1	2	100247	396	BP	positive regulation of smooth muscle contraction
GO:0046208	0.00395016409141224	1	1	100248	396	BP	spermine catabolic process
GO:0046327	0.00788476363474278	1	2	100247	396	BP	glycerol biosynthetic process from pyruvate
GO:0046599	4.65712978023377e-05	2	3	100246	396	BP	regulation of centriole replication
GO:0046697	0.00788476363474278	1	2	100247	396	BP	decidualization
GO:0046849	0.0426057697333104	1	11	100238	396	BP	bone remodeling
GO:0048167	0.00100069713567593	2	12	100237	396	BP	regulation of synaptic plasticity
GO:0048668	0.0349962615428133	1	9	100240	396	BP	collateral sprouting
GO:0048755	0.0195957855102932	1	5	100244	396	BP	branching morphogenesis of a nerve
GO:0048843	0.00157958080927159	2	15	100234	396	BP	negative regulation of axon extension involved in axon guidance
GO:0048846	0.00788476363474278	1	2	100247	396	BP	axon extension involved in axon guidance
GO:0050707	0.0195957855102932	1	5	100244	396	BP	regulation of cytokine secretion
GO:0050773	0.0157075135302238	1	4	100245	396	BP	regulation of dendrite development
GO:0050873	0.0311689143503749	1	8	100241	396	BP	brown fat cell differentiation
GO:0050880	0.0426057697333104	1	11	100238	396	BP	regulation of blood vessel size
GO:0050919	0.00157958080927159	2	15	100234	396	BP	negative chemotaxis
GO:0051492	0.000550136810864892	2	9	100240	396	BP	regulation of stress fiber assembly
GO:0051567	0.0157075135302238	1	4	100245	396	BP	histone H3-K9 methylation
GO:0051642	0.0349962615428133	1	9	100240	396	BP	centrosome localization
GO:0051926	0.0157075135302238	1	4	100245	396	BP	negative regulation of calcium ion transport
GO:0051928	0.0349962615428133	1	9	100240	396	BP	positive regulation of calcium ion transport
GO:0051968	0.0118038598032129	1	3	100246	396	BP	positive regulation of synaptic transmission, glutamatergic
GO:0060219	0.0234687361999895	1	6	100243	396	BP	camera-type eye photoreceptor cell differentiation
GO:0060291	0.000685873236135439	2	10	100239	396	BP	long-term synaptic potentiation
GO:0060292	0.000685873236135439	2	10	100239	396	BP	long term synaptic depression
GO:0060326	6.67165516087972e-10	7	46	100203	396	BP	cell chemotaxis
GO:0060444	0.0234687361999895	1	6	100243	396	BP	branching involved in mammary gland duct morphogenesis
GO:0060900	0.00395016409141224	1	1	100248	396	BP	embryonic camera-type eye formation
GO:0061000	0.000154425609947482	2	5	100244	396	BP	negative regulation of dendritic spine development
GO:0061072	0.0311689143503749	1	8	100241	396	BP	iris morphogenesis
GO:0061303	0.00395016409141224	1	1	100248	396	BP	cornea development in camera-type eye
GO:0070309	0.0118038598032129	1	3	100246	396	BP	lens fiber cell morphogenesis
GO:0070848	0.00395016409141224	1	1	100248	396	BP	response to growth factor
GO:0071318	0.0157075135302238	1	4	100245	396	BP	cellular response to ATP
GO:0071498	0.0195957855102932	1	5	100244	396	BP	cellular response to fluid shear stress
GO:0071636	0.00395016409141224	1	1	100248	396	BP	positive regulation of transforming growth factor beta production
GO:0090050	0.00788476363474278	1	2	100247	396	BP	positive regulation of cell migration involved in sprouting angiogenesis
GO:0090222	0.00395016409141224	1	1	100248	396	BP	centrosome-templated microtubule nucleation
GO:0090270	0.00395016409141224	1	1	100248	396	BP	regulation of fibroblast growth factor production
GO:0090271	1.5564548081836e-05	2	2	100247	396	BP	positive regulation of fibroblast growth factor production
GO:0090336	0.00788476363474278	1	2	100247	396	BP	positive regulation of brown fat cell differentiation
GO:0090362	0.00395016409141224	1	1	100248	396	BP	positive regulation of platelet-derived growth factor production
GO:2001137	0.00395016409141224	1	1	100248	396	BP	positive regulation of endocytic recycling
