pathway	Ontology	Description	pval	padj	ES	NES	nMoreExtreme	size
GO:0046677	BP	response to antibiotic	0.00315707816925547	0.110223207387484	0.771075435177676	1.80172768394072	174	13
GO:0019369	BP	arachidonic acid metabolic process	0.00328805215790166	0.114087291231884	0.864154765462521	1.73043121740809	174	7
GO:0006805	BP	xenobiotic metabolic process	0.00337356352943299	0.116336199993514	0.769137317188165	1.79719899494722	186	13
GO:0043534	BP	blood vessel endothelial cell migration	0.0034641387145438	0.118731242161285	0.841940804666633	1.74346824805604	185	8
GO:0031648	BP	protein destabilization	0.00355456716309083	0.121092254689294	0.791316870209047	1.77637105948183	194	11
GO:0032088	BP	negative regulation of NF-kappaB transcription factor activity	0.00359072625891208	0.121587182538222	0.651602718785767	1.78495395326149	207	26
GO:0032760	BP	positive regulation of tumor necrosis factor production	0.00378075354329242	0.127255183633813	0.839888666432411	1.73921873570058	202	8
GO:0009306	BP	protein secretion	0.00386136095632269	0.12882363876041	-0.666204280673861	-1.80710362412876	166	19
GO:0010744	BP	positive regulation of macrophage derived foam cell differentiation	0.0038731889255487	0.12882363876041	0.740458549031025	1.78977354781411	215	15
GO:0048513	BP	animal organ development	0.00391477692987678	0.129440947781396	0.762719106568336	1.78220193081115	216	13
GO:0055114	BP	oxidation-reduction process	0.00397370016916153	0.130620869303257	0.510666054840353	1.65923445021545	248	63
GO:0042632	BP	cholesterol homeostasis	0.00411061285500747	0.131842817815863	0.537378304403648	1.69330482086994	252	53
GO:0070301	BP	cellular response to hydrogen peroxide	0.00407023681377826	0.131842817815863	0.591811490768638	1.74255514265228	241	37
GO:0032486	BP	Rap protein signal transduction	0.00419844811289649	0.131842817815863	-0.779397706198203	-1.78155899521905	190	10
GO:0035419	BP	activation of MAPK activity involved in innate immune response	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:0048247	BP	lymphocyte chemotaxis	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:2000399	BP	negative regulation of thymocyte aggregation	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:0002693	BP	positive regulation of cellular extravasation	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:2000418	BP	positive regulation of eosinophil migration	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:2000415	BP	positive regulation of fibronectin-dependent thymocyte migration	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:2000391	BP	positive regulation of neutrophil extravasation	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:0033089	BP	positive regulation of T cell differentiation in thymus	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:0070245	BP	positive regulation of thymocyte apoptotic process	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:2000309	BP	positive regulation of tumor necrosis factor (ligand) superfamily member 11 production	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:0048729	BP	tissue morphogenesis	0.00436270487702376	0.131842817815863	0.997645838320964	1.33138331601414	217	1
GO:0007231	BP	osmosensory signaling pathway	0.0042749028431172	0.131842817815863	-0.952017093777805	-1.56578931949658	208	3
GO:0042274	BP	ribosomal small subunit biogenesis	0.00442111682202282	0.132893570356098	-0.794660174456944	-1.76532120824723	202	9
GO:0031101	BP	fin regeneration	0.00453931369900027	0.135419264579785	0.747350902716504	1.77680606959099	251	14
GO:0031497	BP	chromatin assembly	0.00455332521003014	0.135419264579785	-0.835689629631821	-1.73153144675786	212	7
GO:0003209	BP	cardiac atrium morphogenesis	0.00458513912442686	0.135647721149491	-0.889078757735074	-1.67774958363158	218	5
GO:0048771	BP	tissue remodeling	0.00473307649972482	0.138565744817465	0.798583570894467	1.75073739672477	257	10
GO:0045766	BP	positive regulation of angiogenesis	0.00472451650181843	0.138565744817465	0.607398603023267	1.74684760962399	277	33
GO:0032715	BP	negative regulation of interleukin-6 production	0.00500620237462343	0.145802401801856	-0.75823933164601	-1.7797430462431	225	11
GO:0007252	BP	I-kappaB phosphorylation	0.00512565844314776	0.148511990252235	0.70970993426481	1.76852055213454	288	17
GO:0042953	BP	lipoprotein transport	0.00516977393497253	0.149022047633234	0.741847634884537	1.76372220276099	286	14
GO:0051649	BP	establishment of localization in cell	0.00544337489243331	0.156108215665141	0.997087223685261	1.3306378308154	271	1
GO:0001778	BP	plasma membrane repair	0.0055873205073287	0.159422987673577	0.828518022540479	1.71567271384768	299	8
GO:0031532	BP	actin cytoskeleton reorganization	0.00574284472589557	0.16048445119514	0.469527188342983	1.59285917020129	369	82
GO:0042730	BP	fibrinolysis	0.00579233409610984	0.16048445119514	0.713031303248048	1.74961717706768	323	16
GO:0033564	BP	anterior/posterior axon guidance	0.00579582700455672	0.16048445119514	-0.997466283616631	-1.32786813780495	289	1
GO:0032488	BP	Cdc42 protein signal transduction	0.00579582700455672	0.16048445119514	-0.997466283616631	-1.32786813780495	289	1
GO:0060603	BP	mammary gland duct morphogenesis	0.00579582700455672	0.16048445119514	-0.997466283616631	-1.32786813780495	289	1
GO:0006930	BP	substrate-dependent cell migration, cell extension	0.00579582700455672	0.16048445119514	-0.997466283616631	-1.32786813780495	289	1
GO:0042127	BP	regulation of cell proliferation	0.00599000662211787	0.162649880166972	0.440185415862401	1.55497118307395	397	108
GO:0051601	BP	exocyst localization	0.0059250884575927	0.162649880166972	-0.881137910336902	-1.66276468684932	282	5
GO:0042369	BP	vitamin D catabolic process	0.00611351883256914	0.162649880166972	-0.880397419864102	-1.66136733304729	291	5
GO:0042359	BP	vitamin D metabolic process	0.00611351883256914	0.162649880166972	-0.880397419864102	-1.66136733304729	291	5
GO:0070561	BP	vitamin D receptor signaling pathway	0.00611351883256914	0.162649880166972	-0.880397419864102	-1.66136733304729	291	5
GO:0006766	BP	vitamin metabolic process	0.00611351883256914	0.162649880166972	-0.880397419864102	-1.66136733304729	291	5
GO:0061000	BP	negative regulation of dendritic spine development	0.00607164541590771	0.162649880166972	-0.880523159122877	-1.66160461122678	289	5
GO:0032781	BP	positive regulation of ATPase activity	0.00613445554089986	0.162649880166972	-0.880182355053669	-1.66096149172781	292	5
GO:0051593	BP	response to folic acid	0.00609321832713461	0.162649880166972	0.979806102811912	1.44753058194547	307	2
GO:0009395	BP	phospholipid catabolic process	0.00631394840402274	0.166623023375642	0.659045756352958	1.74090271056724	360	22
GO:0046847	BP	filopodium assembly	0.00640803000833565	0.168315591947919	0.643917324068475	1.73345474683307	368	24
GO:0060707	BP	trophoblast giant cell differentiation	0.0065244191559981	0.169785926277154	0.864831722135843	1.66286518588236	343	6
GO:0009615	BP	response to virus	0.00651455080856104	0.169785926277154	0.53906230997586	1.66186661625623	395	47
GO:0022617	BP	extracellular matrix disassembly	0.00692132010669642	0.175085420980829	0.646823302061999	1.72540812837399	396	23
GO:0009791	BP	post-embryonic development	0.00683319165631335	0.175085420980829	0.527825094314841	1.64532966341716	417	50
GO:0035690	BP	cellular response to drug	0.00694610369662423	0.175085420980829	0.606567282701861	1.71336920364024	406	30
GO:0044539	BP	long-chain fatty acid import	0.00686324351804779	0.175085420980829	0.754626001338727	1.72960293902788	377	12
GO:0097089	BP	methyl-branched fatty acid metabolic process	0.0068778079760386	0.175085420980829	0.803958566031803	1.71642816825303	371	9
GO:0008202	BP	steroid metabolic process	0.00684770699640006	0.175085420980829	0.951196000365502	1.53734874818636	349	3
GO:0031247	BP	actin rod assembly	0.00693393331969728	0.175085420980829	-0.942291961774036	-1.54979432537125	338	3
GO:0003319	BP	cardioblast migration to the midline involved in heart rudiment formation	0.00708439232324041	0.176983863328597	0.996418881174687	1.32974591102404	353	1
GO:0061035	BP	regulation of cartilage development	0.00708439232324041	0.176983863328597	0.996418881174687	1.32974591102404	353	1
GO:0019722	BP	calcium-mediated signaling	0.00716923354048455	0.177704967663937	0.726795235916355	1.72793554116554	397	14
GO:0032496	BP	response to lipopolysaccharide	0.00717648597397502	0.177704967663937	0.526494400140274	1.64118164047939	438	50
