pathway	Ontology	Description	pval	padj	ES	NES	nMoreExtreme	size
GO:0051020	MF	GTPase binding	0.000777447268793943	0.0417166827157725	0.63868405543199	1.87182677304223	45	36
GO:0016712	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	0.000879750219937555	0.0460821543776815	0.681236055368227	1.89653945430457	50	28
GO:0004004	MF	ATP-dependent RNA helicase activity	0.000975074654153209	0.0498875404450479	-0.418818509095519	-1.64224317720278	31	118
GO:0035473	MF	lipase binding	0.00101870042930947	0.0509350214654733	0.831789178907037	1.86942633157711	55	11
GO:0015278	MF	calcium-release channel activity	0.00109457553623677	0.0535125817715752	-0.917920274530147	-1.73799040307169	51	5
GO:0008889	MF	glycerophosphodiester phosphodiesterase activity	0.00122011599943415	0.0583533738859811	0.74596689959706	1.88667551116224	68	18
GO:0017160	MF	Ral GTPase binding	0.00158196910716508	0.074049617782195	0.760738264458024	1.87106896339026	88	16
GO:0004950	MF	chemokine receptor activity	0.00173209074649346	0.0793874925476168	0.902825945392898	1.74002699231991	91	6
GO:0051015	MF	actin filament binding	0.00196560196560197	0.0882515168229454	0.523306376512498	1.72039914123007	123	67
GO:0031957	MF	very long-chain fatty acid-CoA ligase activity	0.00226962457337884	0.0998634812286689	0.627988516536524	1.79797094764256	132	32
GO:0015129	MF	lactate transmembrane transporter activity	0.0023782518019831	0.102591254203192	0.823033476151886	1.80582886943926	129	10
GO:0017127	MF	cholesterol transporter activity	0.00286100707449022	0.121042606997663	0.665138093736249	1.80953257662691	164	25
GO:0046624	MF	sphingolipid transporter activity	0.00293917274939173	0.122003397144562	0.963856903988596	1.56082540967119	150	3
GO:0004512	MF	inositol-3-phosphate synthase activity	0.00303993920121598	0.123849374864355	0.998413933445056	1.33160250188474	151	1
GO:0003723	MF	RNA binding	0.00334814242482776	0.133925696993111	-0.268603049116321	-1.25386661342295	51	601
GO:0005507	MF	copper ion binding	0.00355866257552273	0.13980460118125	0.503348770133072	1.66267055638896	224	69
GO:0017048	MF	Rho GTPase binding	0.0037004374816275	0.142823902799658	0.652138875791844	1.78905159572587	213	26
GO:0005198	MF	structural molecule activity	0.00382012026842518	0.144901113629921	0.421915728197657	1.5470485284526	262	143
GO:0016491	MF	oxidoreductase activity	0.00449208083014746	0.16470963043874	0.378691038018404	1.46327172029236	328	227
GO:0003756	MF	protein disulfide isomerase activity	0.00441767068273092	0.16470963043874	-0.610129742610252	-1.77187074102412	186	25
GO:0008146	MF	sulfotransferase activity	0.00477479931422345	0.17220587690642	0.510337943206256	1.65170893777835	297	61
GO:0005234	MF	extracellular-glutamate-gated ion channel activity	0.00533333333333333	0.186243386243386	0.95458536600811	1.54581150874172	273	3
GO:0004970	MF	ionotropic glutamate receptor activity	0.00533333333333333	0.186243386243386	0.95458536600811	1.54581150874172	273	3
GO:0030342	MF	1-alpha,25-dihydroxyvitamin D3 24-hydroxylase activity	0.00562022438798493	0.190222979285644	-0.880397419864102	-1.6669446236996	266	5
GO:0008403	MF	25-hydroxycholecalciferol-24-hydroxylase activity	0.00562022438798493	0.190222979285644	-0.880397419864102	-1.6669446236996	266	5
GO:0042605	MF	peptide antigen binding	0.00625372245384157	0.19939404925292	-0.390213093781347	-1.50855987642834	209	107
GO:0030247	MF	polysaccharide binding	0.00604229607250755	0.19939404925292	0.667590965868411	1.74753288844166	343	21
GO:0050197	MF	phytanate-CoA ligase activity	0.00620716410190094	0.19939404925292	0.803958566031803	1.71592759376155	335	9
GO:0070251	MF	pristanate-CoA ligase activity	0.00620716410190094	0.19939404925292	0.803958566031803	1.71592759376155	335	9
GO:0034602	MF	oxoglutarate dehydrogenase (NAD+) activity	0.0072768835127155	0.228682648465395	0.888161489096037	1.6333228992548	381	5
GO:0035014	MF	phosphatidylinositol 3-kinase regulator activity	0.00738021274592865	0.228682648465395	0.862268396108758	1.66185995374855	391	6
GO:0015245	MF	fatty acid transporter activity	0.00831068920492642	0.253937725706085	0.673433147468932	1.72368009739589	470	19
GO:0003810	MF	protein-glutamine gamma-glutamyltransferase activity	0.00889446880746923	0.268052484608662	0.679156464551236	1.71770070576653	502	18
GO:0048365	MF	Rac GTPase binding	0.00954030012901474	0.269085388254262	0.571781104353015	1.65682627785511	561	34
GO:0004473	MF	malate dehydrogenase (decarboxylating) (NADP+) activity	0.00922870299309286	0.269085388254262	0.909187113422911	1.58113615431373	480	4
GO:0015182	MF	L-asparagine transmembrane transporter activity	0.00947403970920208	0.269085388254262	0.695453256350253	1.71049763662499	532	16
GO:0015186	MF	L-glutamine transmembrane transporter activity	0.00947403970920208	0.269085388254262	0.695453256350253	1.71049763662499	532	16
GO:0005290	MF	L-histidine transmembrane transporter activity	0.00947403970920208	0.269085388254262	0.695453256350253	1.71049763662499	532	16
GO:0030515	MF	snoRNA binding	0.0104473858674531	0.290939859599959	-0.655975229955323	-1.70305349632465	456	16
GO:0001848	MF	complement binding	0.0108895021233703	0.29378410360923	0.529678862763298	1.6158114799384	658	44
GO:0004471	MF	malate dehydrogenase (decarboxylating) (NAD+) activity	0.0109501347708895	0.29378410360923	0.823206268564921	1.64943998640237	584	7
GO:0008097	MF	5S rRNA binding	0.0107851786501985	0.29378410360923	-0.741637486407486	-1.6988575897919	488	10
GO:0008134	MF	transcription factor binding	0.0115388513268955	0.298652622578472	0.396050277215378	1.45504898890169	796	145
GO:0017154	MF	semaphorin receptor activity	0.0113757120707977	0.298652622578472	0.623779075142534	1.68098844974124	652	24
GO:0022891	MF	substrate-specific transmembrane transporter activity	0.0114775100472087	0.298652622578472	0.636036503100109	1.68129226449711	653	22
GO:0008312	MF	7S RNA binding	0.0119320688134098	0.301854311368941	-0.736200480850767	-1.68640312473983	540	10
GO:0005112	MF	Notch binding	0.0119369659495899	0.301854311368941	-0.799528090840536	-1.65967267729122	555	7
GO:0042282	MF	hydroxymethylglutaryl-CoA reductase activity	0.0134890510948905	0.303789777473988	0.932081185015506	1.50936927611181	692	3
GO:0070402	MF	NADPH binding	0.0134890510948905	0.303789777473988	0.932081185015506	1.50936927611181	692	3
GO:0005168	MF	neurotrophin TRKA receptor binding	0.0136705399863295	0.303789777473988	0.775732797593445	1.65568397305164	739	9
GO:0003977	MF	UDP-N-acetylglucosamine diphosphorylase activity	0.0135332692869972	0.303789777473988	-0.885779839393486	-1.57447036403184	647	4
GO:0008374	MF	O-acyltransferase activity	0.0133442519216095	0.303789777473988	0.795152135535492	1.64800068105945	716	8
GO:0003823	MF	antigen binding	0.0127736336599873	0.303789777473988	0.499352086872635	1.57536014177042	785	53
GO:0017091	MF	AU-rich element binding	0.0128510560315206	0.303789777473988	-0.635342740028643	-1.67627554018285	560	17
GO:0004771	MF	sterol esterase activity	0.0123346796547082	0.303789777473988	0.96843795824314	1.43243800674651	622	2
GO:0043546	MF	molybdopterin cofactor binding	0.0122300473711702	0.303789777473988	0.717397487656813	1.67997792448602	678	13
GO:0015180	MF	L-alanine transmembrane transporter activity	0.0128664726343437	0.303789777473988	0.672555504704521	1.67779869543356	724	17
GO:0004598	MF	peptidylamidoglycolate lyase activity	0.0135631964949043	0.303789777473988	0.865727624595986	1.59206717599212	711	5
GO:0004504	MF	peptidylglycine monooxygenase activity	0.0135631964949043	0.303789777473988	0.865727624595986	1.59206717599212	711	5
GO:0003995	MF	acyl-CoA dehydrogenase activity	0.0139043194290139	0.305895027438306	0.54439626808174	1.60461767037561	825	37
GO:0004114	MF	3',5'-cyclic-nucleotide phosphodiesterase activity	0.0154302255007237	0.32201882139786	-0.574181310965	-1.63598845592567	660	23
GO:0004806	MF	triglyceride lipase activity	0.0153219929255764	0.32201882139786	0.674542375772082	1.6590664132004	861	16
GO:0004392	MF	heme oxygenase (decyclizing) activity	0.015500880243892	0.32201882139786	-0.788464563601748	-1.6367068377128	721	7
GO:0004833	MF	tryptophan 2,3-dioxygenase activity	0.0156562291805463	0.32201882139786	-0.706488557233784	-1.66215843884248	704	11
GO:0008460	MF	dTDP-glucose 4,6-dehydratase activity	0.0158081966868041	0.32201882139786	-0.845836159770161	-1.60150632799131	750	5
GO:0004351	MF	glutamate decarboxylase activity	0.0157731301540297	0.32201882139786	-0.920341407426015	-1.5180885282487	766	3
GO:0016884	MF	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	0.0149325425003133	0.32201882139786	-0.882507536789939	-1.5686538583469	714	4
GO:0080019	MF	fatty-acyl-CoA reductase (alcohol-forming) activity	0.0152596948061039	0.32201882139786	-0.99200981565717	-1.32260061137639	762	1
GO:0003887	MF	DNA-directed DNA polymerase activity	0.0164744244901932	0.332511319985551	-0.509948702116663	-1.59113669714622	676	34
GO:0005178	MF	integrin binding	0.0166813142239048	0.333626284478096	0.54329167163557	1.59225502482678	986	36
GO:0004656	MF	procollagen-proline 4-dioxygenase activity	0.0170761555116257	0.338446325455645	0.828500275981822	1.59677826131314	906	6
GO:0019904	MF	protein domain specific binding	0.0178723942681808	0.338466456046661	0.456639952593945	1.50838116451159	1129	69
GO:0005044	MF	scavenger receptor activity	0.0177083503187829	0.338466456046661	0.49212140575067	1.54224981253392	1085	51
GO:0005216	MF	ion channel activity	0.0173868575811813	0.338466456046661	-0.575817661292862	-1.62298957858058	747	22
GO:0004470	MF	malic enzyme activity	0.01815410991523	0.338466456046661	0.85461019513792	1.57162229931413	952	5
GO:0008948	MF	oxaloacetate decarboxylase activity	0.01815410991523	0.338466456046661	0.85461019513792	1.57162229931413	952	5
GO:0004854	MF	xanthine dehydrogenase activity	0.0177347545768598	0.338466456046661	0.763833645230681	1.63028703750754	959	9
GO:0004855	MF	xanthine oxidase activity	0.0174683303171731	0.338466456046661	0.856556452179779	1.57520145269258	916	5
GO:0015485	MF	cholesterol binding	0.0191020846260922	0.353147783003385	0.529482005621807	1.56932824620879	1138	38
GO:0008237	MF	metallopeptidase activity	0.0195013144268302	0.354569353215095	0.461778723235603	1.5066514047398	1223	64
GO:0008656	MF	cysteine-type endopeptidase activator activity involved in apoptotic process	0.0193918855313941	0.354569353215095	0.822961590849865	1.58610348874956	1029	6
GO:0004459	MF	L-lactate dehydrogenase activity	0.0202014496846465	0.364288436936249	0.821612925777493	1.58350419079905	1072	6
GO:0016702	MF	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	0.0207480445272895	0.369885820861575	0.595751609726108	1.60545875097767	1190	24
GO:0051018	MF	protein kinase A binding	0.0210045999519684	0.369885820861575	0.755557960284777	1.61262384346254	1136	9
GO:0015095	MF	magnesium ion transmembrane transporter activity	0.0210162398216804	0.369885820861575	-0.637034787025203	-1.62620263064586	923	15
GO:0004506	MF	squalene monooxygenase activity	0.0212795744085118	0.371548124593064	0.988997286728912	1.31904335191043	1063	1
GO:0050211	MF	procollagen galactosyltransferase activity	0.021636523119335	0.374721659078068	-0.868483749243804	-1.54372662823746	1035	4
GO:0001872	MF	(1->3)-beta-D-glucan binding	0.0218019874372694	0.374721659078068	0.51033738451736	1.54250184126473	1311	42
GO:0016887	MF	ATPase activity	0.0231792817284304	0.386067466620592	-0.30839061379258	-1.29695800184436	647	199
GO:0008233	MF	peptidase activity	0.0231483656752651	0.386067466620592	0.438623751846307	1.4717812484837	1477	76
GO:0016208	MF	AMP binding	0.0233085881152588	0.386067466620592	0.617282393586814	1.59857439294854	1324	20
GO:0004666	MF	prostaglandin-endoperoxide synthase activity	0.0229940269829999	0.386067466620592	-0.865811213452616	-1.53897620582672	1100	4
GO:0015173	MF	aromatic amino acid transmembrane transporter activity	0.0233395332093358	0.386067466620592	0.987999760593727	1.31771293348095	1166	1
GO:0004420	MF	hydroxymethylglutaryl-CoA reductase (NADPH) activity	0.0237528779739064	0.389972623452194	0.874755995789663	1.52125817747088	1237	4
GO:0034736	MF	cholesterol O-acyltransferase activity	0.0244119743406985	0.392017106200998	0.952617035921275	1.40903693056737	1232	2
GO:0004772	MF	sterol O-acyltransferase activity	0.0244119743406985	0.392017106200998	0.952617035921275	1.40903693056737	1232	2
GO:0019865	MF	immunoglobulin binding	0.0243195136097278	0.392017106200998	-0.987700502753172	-1.31685520463597	1215	1
GO:0008191	MF	metalloendopeptidase inhibitor activity	0.0246040460814055	0.392238415790523	0.768209602659435	1.59216065932662	1321	8
GO:0004672	MF	protein kinase activity	0.0253625536216482	0.397646266628057	0.325515292187757	1.30056819324648	1956	320
GO:0047757	MF	chondroitin-glucuronate 5-epimerase activity	0.0256739659367397	0.397646266628057	0.909981445643716	1.47358197758663	1318	3
GO:0008080	MF	N-acetyltransferase activity	0.0255689082076195	0.397646266628057	-0.558389034258839	-1.57386555556663	1099	22
GO:0043027	MF	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	0.0256064690026954	0.397646266628057	0.786091076448492	1.57507310617128	1367	7
GO:0005518	MF	collagen binding	0.0258470073308237	0.397646266628057	0.681849906962428	1.59673376505843	1434	13
GO:0008199	MF	ferric iron binding	0.0262595774320873	0.401187988545778	-0.565493072347437	-1.57421189947727	1130	21
GO:0016404	MF	15-hydroxyprostaglandin dehydrogenase (NAD+) activity	0.0276356418173798	0.413594639443779	-0.698209054176404	-1.59937674765443	1252	10
GO:0015662	MF	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	0.0276356418173798	0.413594639443779	-0.698209054176404	-1.59937674765443	1252	10
GO:0004375	MF	glycine dehydrogenase (decarboxylating) activity	0.0275994480110398	0.413594639443779	0.985735376266858	1.31469288364602	1379	1
GO:0003997	MF	acyl-CoA oxidase activity	0.0280959868224019	0.417643047360029	0.781399014385188	1.56567172636961	1500	7
GO:0005047	MF	signal recognition particle binding	0.0290692545213939	0.4292104694434	-0.695421566614194	-1.59299149274445	1317	10
GO:0031418	MF	L-ascorbic acid binding	0.0295417418966555	0.433278881150947	0.545187333632953	1.53914409249811	1717	30
GO:0001077	MF	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	0.0297543702231978	0.433507380735333	0.452023407062828	1.46297392045754	1856	61
GO:0045159	MF	myosin II binding	0.0299994000119998	0.434201842278944	0.984598196472748	1.31317620663641	1499	1
GO:0005243	MF	gap junction channel activity	0.0309193816123678	0.438855739014252	0.984109408666507	1.31252430160597	1545	1
GO:0055077	MF	gap junction hemi-channel activity	0.0309193816123678	0.438855739014252	0.984109408666507	1.31252430160597	1545	1
GO:0022832	MF	voltage-gated channel activity	0.0309193816123678	0.438855739014252	0.984109408666507	1.31252430160597	1545	1
GO:0004551	MF	nucleotide diphosphatase activity	0.031488713210782	0.441243115055544	0.82984517776625	1.52607960187657	1652	5
GO:0044389	MF	ubiquitin-like protein ligase binding	0.0313848485486349	0.441243115055544	-0.8131159969674	-1.53955396620559	1490	5
GO:0005086	MF	ARF guanyl-nucleotide exchange factor activity	0.0322283609576427	0.444283537861412	0.459316779347254	1.46483992724309	1994	56
GO:0015026	MF	coreceptor activity	0.032301330054767	0.444283537861412	-0.656133074488629	-1.58080968535613	1444	12
GO:0004649	MF	poly(ADP-ribose) glycohydrolase activity	0.0325134770889488	0.444283537861412	0.774265649144434	1.55137876199967	1736	7
GO:0004802	MF	transketolase activity	0.0324760407307577	0.444283537861412	0.774296203188284	1.55143998245388	1734	7
GO:0005267	MF	potassium channel activity	0.0327680548013867	0.444998275080561	-0.848426399135812	-1.50807476315588	1568	4
GO:0016594	MF	glycine binding	0.0336580343707927	0.454280218501497	0.942781483985933	1.39448894812864	1699	2
GO:0035591	MF	signaling adaptor activity	0.0346384467128275	0.464662090050125	0.642512511944747	1.55754044933605	1940	15
GO:0004565	MF	beta-galactosidase activity	0.0349420072445209	0.465893429926945	0.710140496454903	1.55812885747011	1909	10
GO:0016779	MF	nucleotidyltransferase activity	0.0359251618410756	0.469274439063982	-0.516946875995735	-1.51521175086079	1514	26
GO:0004715	MF	non-membrane spanning protein tyrosine kinase activity	0.0360488091826423	0.469274439063982	0.393099922587159	1.38392932675447	2389	105
GO:0043184	MF	vascular endothelial growth factor receptor 2 binding	0.0354950115118956	0.469274439063982	0.856731009027882	1.48991154064628	1849	4
GO:0050479	MF	glyceryl-ether monooxygenase activity	0.0359792804143917	0.469274439063982	0.981386162317453	1.30889225929348	1798	1
GO:0004066	MF	asparagine synthase (glutamine-hydrolyzing) activity	0.037352913489598	0.480563799281378	0.792285712705605	1.52698151041419	1983	6
GO:0004181	MF	metallocarboxypeptidase activity	0.0372150104575389	0.480563799281378	0.547860374555527	1.5138965042579	2152	27
GO:0004702	MF	receptor signaling protein serine/threonine kinase activity	0.0378954192512266	0.482326472878047	0.374856966686699	1.35678484755906	2571	129
GO:0050840	MF	extracellular matrix binding	0.0379283999126828	0.482326472878047	0.688794670309384	1.54804958561531	2084	11
GO:0030151	MF	molybdenum ion binding	0.0385093391451575	0.483468489249555	0.660264924094376	1.54618675960797	2137	13
GO:0030676	MF	Rac guanyl-nucleotide exchange factor activity	0.0386597028619826	0.483468489249555	0.598947760968344	1.53303165851158	2190	19
GO:0008379	MF	thioredoxin peroxidase activity	0.0391169959483731	0.483468489249555	-0.839312624424171	-1.49187506256462	1872	4
GO:0043236	MF	laminin binding	0.03868939899038	0.483468489249555	0.819243239082688	1.50658270920452	2030	5
GO:0043849	MF	Ras palmitoyltransferase activity	0.0390992180156397	0.483468489249555	0.979879897853324	1.30688332746496	1954	1
GO:0016519	MF	gastric inhibitory peptide receptor activity	0.0398311588641596	0.489544969280174	0.851394279471831	1.48063061714627	2075	4
GO:0008289	MF	lipid binding	0.0407905025947252	0.490355254762556	0.353352273288798	1.32193154681658	2868	169
GO:0016903	MF	oxidoreductase activity, acting on the aldehyde or oxo group of donors	0.0410115303983229	0.490355254762556	0.760918464070138	1.52463530582333	2190	7
GO:0000246	MF	delta24(24-1) sterol reductase activity	0.0408591828163437	0.490355254762556	0.978982124331657	1.30568595087843	2042	1
GO:0050614	MF	delta24-sterol reductase activity	0.0408591828163437	0.490355254762556	0.978982124331657	1.30568595087843	2042	1
GO:0015349	MF	thyroid hormone transmembrane transporter activity	0.0407460204324067	0.490355254762556	0.936069530957527	1.38456114992996	2057	2
GO:0001609	MF	G-protein coupled adenosine receptor activity	0.0412607903698424	0.49066885845218	0.935549838853872	1.38379246184339	2083	2
GO:0070888	MF	E-box binding	0.0416567672447929	0.492714451282497	0.935210681013687	1.3832908059795	2103	2
GO:0005313	MF	L-glutamate transmembrane transporter activity	0.042499285646252	0.499991595838259	0.813834121488931	1.49663537897335	2230	5
GO:0017081	MF	chloride channel regulator activity	0.0431625564822516	0.505093746068902	-0.624447401805751	-1.53738365780046	1919	13
GO:0051538	MF	3 iron, 4 sulfur cluster binding	0.0458386462363035	0.533571543491364	-0.709605906683887	-1.53007594918883	2120	8
GO:0004716	MF	receptor signaling protein tyrosine kinase activity	0.0463570273200732	0.5359159089174	0.615487234166694	1.51381771499645	2607	16
GO:0004332	MF	fructose-bisphosphate aldolase activity	0.046527244819647	0.5359159089174	0.843700011729634	1.46724977977127	2424	4
GO:0070674	MF	hypoxanthine dehydrogenase activity	0.0469878345498784	0.538402270884023	0.883611914729133	1.43088037559335	2413	3
GO:0031492	MF	nucleosomal DNA binding	0.0482695810564663	0.547947803930519	0.929389772407605	1.37468097129657	2437	2
GO:0015172	MF	acidic amino acid transmembrane transporter activity	0.0483190336193276	0.547947803930519	0.975361104460937	1.3008565319794	2415	1
GO:0003987	MF	acetate-CoA ligase activity	0.0492481065456807	0.555619663592295	0.68967632918461	1.51322815158569	2691	10
GO:0004497	MF	monooxygenase activity	0.0507161558601571	0.569262973940539	0.397462851250146	1.36325087943082	3292	88
GO:0008479	MF	queuine tRNA-ribosyltransferase activity	0.051225900639787	0.571364761497087	-0.727262197541372	-1.50966202728069	2385	7
GO:0016715	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	0.0514228285347379	0.571364761497087	0.724504392155888	1.50157897884457	2762	8
GO:0005085	MF	guanyl-nucleotide exchange factor activity	0.0522721594536824	0.573738636733962	0.336436600770137	1.28242667502912	3765	199
GO:0016901	MF	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	0.0563074915275644	0.573738636733962	-0.780395380501574	-1.47760074545414	2674	5
GO:0030506	MF	ankyrin binding	0.0530828133372513	0.573738636733962	0.52914967649247	1.46219343956214	3070	27
GO:0070403	MF	NAD+ binding	0.0559222673559823	0.573738636733962	-0.543469891667963	-1.47525649632758	2422	19
GO:0001948	MF	glycoprotein binding	0.0532026480956066	0.573738636733962	0.514728836473468	1.45315527163355	3093	30
GO:0030976	MF	thiamine pyrophosphate binding	0.0565914928051226	0.573738636733962	0.569211386246597	1.4740850471067	3216	20
GO:0017080	MF	sodium channel regulator activity	0.0545687309969595	0.573738636733962	-0.573798274860957	-1.48970435705866	2386	16
GO:0043225	MF	anion transmembrane-transporting ATPase activity	0.0543353640716678	0.573738636733962	-0.611201209711847	-1.50477165686273	2416	13
GO:0033857	MF	diphosphoinositol-pentakisphosphate kinase activity	0.0565753553610091	0.573738636733962	0.76798523515492	1.48014691612697	3004	6
GO:0052723	MF	inositol hexakisphosphate 1-kinase activity	0.0565753553610091	0.573738636733962	0.76798523515492	1.48014691612697	3004	6
GO:0052724	MF	inositol hexakisphosphate 3-kinase activity	0.0565753553610091	0.573738636733962	0.76798523515492	1.48014691612697	3004	6
GO:0000832	MF	inositol hexakisphosphate 5-kinase activity	0.0565753553610091	0.573738636733962	0.76798523515492	1.48014691612697	3004	6
GO:0000827	MF	inositol-1,3,4,5,6-pentakisphosphate kinase activity	0.0565753553610091	0.573738636733962	0.76798523515492	1.48014691612697	3004	6
GO:0004163	MF	diphosphomevalonate decarboxylase activity	0.0554355231143552	0.573738636733962	0.875216966262993	1.41728598328822	2847	3
GO:0008395	MF	steroid hydroxylase activity	0.0562481281820905	0.573738636733962	0.741458288038728	1.48564338640489	3004	7
GO:0004908	MF	interleukin-1 receptor activity	0.0562330013148652	0.573738636733962	0.636993222633645	1.49168985183798	3121	13
GO:0005251	MF	delayed rectifier potassium channel activity	0.0519053200896621	0.573738636733962	-0.870318722370679	-1.43557690406014	2523	3
GO:0050811	MF	GABA receptor binding	0.0565753553610091	0.573738636733962	0.768014066829026	1.48020248374931	3004	6
GO:0008108	MF	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	0.0546126803248879	0.573738636733962	-0.920664036054395	-1.37743599977926	2702	2
GO:0004359	MF	glutaminase activity	0.0579967345779797	0.579616324103383	0.591773545047217	1.47627500619227	3267	17
GO:0003779	MF	actin binding	0.0575727118537597	0.579616324103383	0.406787099010617	1.36135169019611	3665	75
GO:0070180	MF	large ribosomal subunit rRNA binding	0.057747645622602	0.579616324103383	-0.675229474624576	-1.50387665006488	2648	9
